Ordering,Experiment Name,Day of Experiment,TIFF Name,Link to Image,KP score,LW score,KC score,XP score,# of Graders Scored,4/4 Graders Agree?,3/4 graders agree,2/4 graders agree,50/50 Split,T/F if na of 50/50 Split,Final Score,Mode
2766,20231219,PMU D7 R&L,20231205mouse5_OS_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1ySRG0V0r0ZPdtuUQx7NKt0bri6mJZCHR/view?usp=drive_link,,0,0.5,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2767,20231219,PMU D7 R&L,20231205mouse5_OS_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/1gsChpImRNlvnpraQlowEka8RtfK_rWPu/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2768,20231219,PMU D7 R&L,20231205mouse5_OS_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/1CwDyDr2ICzSIijELGLQMpRELgbCL3JwD/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2769,20231219,PMU D7 R&L,20231205mouse5_OS_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/1Oto8eypCEZQOOngEO5npP4LuRgGzBINo/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2770,20231219,PMU D7 R&L,20231205mouse5_OS_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/1dRrcgla2Lv7SZAO7dU2aBdpTBzlGTZtZ/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2771,20231219,PMU D7 R&L,20231205mouse5_OS_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1zLW6EsNMGBNvr6uJzoBCFFSHlCbBdJuO/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2772,20231219,PMU D7 R&L,20231205mouse5_OS_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/150IhCx23MfAnXteGL1MG3xlgzbecs8nG/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2773,20231219,PMU D7 R&L,20231205mouse5_OS_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/15WcOdG4w_BeEfPwAe6fUjTA6Zjrt4g4q/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2774,20231221,PMU D25 R&L,20231205mouse1_OD_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/138qmMGOGmec1BnuY2-hbBqCwjive_zFz/view?usp=drive_link,1,100,100,1,4,FALSE,FALSE,TRUE,TRUE,TRUE,1,1
2775,20231221,PMU D25 R&L,20231205mouse1_OD_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1b-48Qp9esOHny577qfyO9WIdAQC2wJzL/view?usp=drive_link,0.5,100,100,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
2776,20231221,PMU D25 R&L,20231205mouse1_OD_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/16MaUZIUzkgMXVHFd8VWEmgjl5YVTLCkv/view?usp=drive_link,1,100,100,1,4,FALSE,FALSE,TRUE,TRUE,TRUE,1,1
2777,20231221,PMU D25 R&L,20231205mouse1_OD_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1USVBzq9nsJU8TlqxMpw3BDlwEutBQ3IV/view?usp=drive_link,2,100,100,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
2778,20231221,PMU D25 R&L,20231205mouse1_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1pt57epnOeYuAeob3qtgfWxJBdoiILVl9/view?usp=drive_link,,3,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
2779,20231221,PMU D25 R&L,20231205mouse1_OD_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/1_YYHBiZ4ZlOvdU0uCspzOj9XthEaLuBF/view?usp=drive_link,,3,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
2780,20231221,PMU D25 R&L,20231205mouse1_OD_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1Kmw7yuLa0UoYwT6PiztTUAkPfJhiOEOk/view?usp=drive_link,,1,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
2781,20231221,PMU D25 R&L,20231205mouse1_OD_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1CrGDlA7zXI49-WeK_9MCZkeGUHlpdPRT/view?usp=drive_link,,3,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
2782,20231221,PMU D25 R&L,20231205mouse1_OS_R_2_0_0000051_Structure_0001,https://drive.google.com/file/d/1GJjDPxDB5AEe-A-tuj6qcxDHXEN_gFlC/view?usp=drive_link,,2,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2783,20231221,PMU D25 R&L,20231205mouse1_OS_R_2_0_0000051_Structure_0002,https://drive.google.com/file/d/1yFg2dsS-ypgfKuhGdcLKjfAD7W08vKq3/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2784,20231221,PMU D25 R&L,20231205mouse1_OS_R_2_0_0000051_Structure_0003,https://drive.google.com/file/d/1Q8rFjvElimyz_lE6P7v6UCFZ5Y_7B2i7/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2785,20231221,PMU D25 R&L,20231205mouse1_OS_R_2_0_0000051_Structure_0004,https://drive.google.com/file/d/1iNUg505U4lPbzKZR1KwBXOGDBJam3Dr8/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2786,20231221,PMU D25 R&L,20231205mouse1_OS_R_4_0_0000044_Structure_0001,https://drive.google.com/file/d/1CU-pmZq1wgwwChCJ5dy0IGYhVihE2TCj/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2787,20231221,PMU D25 R&L,20231205mouse1_OS_R_4_0_0000044_Structure_0002,https://drive.google.com/file/d/1sQ3yPLrokzvsYK0OSEc9gkhBSFNyjZja/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2788,20231221,PMU D25 R&L,20231205mouse1_OS_R_4_0_0000044_Structure_0003,https://drive.google.com/file/d/1vvW6vYxqDkt63HK3ujVR9PYrAqI7n-ZG/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2789,20231221,PMU D25 R&L,20231205mouse1_OS_R_4_0_0000044_Structure_0004,https://drive.google.com/file/d/1BgPu95QWK3nvhnlTlJUXrEQbhl1FImm2/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2790,20231221,PMU D25 R&L,20231205mouse2_OD_R_2_0_0000051_Structure_0001,https://drive.google.com/file/d/1P-s_IqCj_shX88dvUxc28WC9puR9YlXf/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
2791,20231221,PMU D25 R&L,20231205mouse2_OD_R_2_0_0000051_Structure_0002,https://drive.google.com/file/d/1NZNaiiR37t1svqSVMSIFWGdm6PihjDjX/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
2792,20231221,PMU D25 R&L,20231205mouse2_OD_R_2_0_0000051_Structure_0003,https://drive.google.com/file/d/1QGC58sq4TKlJXU2iMJbd-Am0mDyyCDj_/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
2793,20231221,PMU D25 R&L,20231205mouse2_OD_R_2_0_0000051_Structure_0004,https://drive.google.com/file/d/1FpL_OVLTTjFfvKLANBF3014dIXsuXYEa/view?usp=drive_link,,1,0.5,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
2794,20231221,PMU D25 R&L,20231205mouse2_OD_R_4_0_0000044_Structure_0001,https://drive.google.com/file/d/1txqH2rCphNI9ezdcAD_eFUYkU49Qtw2R/view?usp=drive_link,,0,0,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2795,20231221,PMU D25 R&L,20231205mouse2_OD_R_4_0_0000044_Structure_0002,https://drive.google.com/file/d/1PLfAYkAP16mUh0jmWT7zn0ZKOrY3DFUR/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2796,20231221,PMU D25 R&L,20231205mouse2_OD_R_4_0_0000044_Structure_0003,https://drive.google.com/file/d/1zn8CGM52PCIywiTOj34Nj4YAbrB7Qzy9/view?usp=drive_link,,0.5,0,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
2797,20231221,PMU D25 R&L,20231205mouse2_OD_R_4_0_0000044_Structure_0004,https://drive.google.com/file/d/1RA2WVBrDheNe8HFy_EsqLJzQSa-ACSkf/view?usp=drive_link,,0.5,0,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
2798,20231221,PMU D25 R&L,20231205mouse2_OS_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/1RnaKWS3X0hPdnoAZemBEariDO-PC1JJi/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2799,20231221,PMU D25 R&L,20231205mouse2_OS_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1aKQC0detLa06SsQYiIoaACpFdbP3oaM2/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2800,20231221,PMU D25 R&L,20231205mouse2_OS_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/1PCdfrmc-HNWr50R3EHfH1LZOSUkDi_yV/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2801,20231221,PMU D25 R&L,20231205mouse2_OS_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1Nmiuxv_xRPv2CqZfyw1zbNSf67nJ8z35/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2802,20231221,PMU D25 R&L,20231205mouse2_OS_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1nrcB5N8WkqplWO_GZnANs1yHVPIzpZLA/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2803,20231221,PMU D25 R&L,20231205mouse2_OS_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/16vk8rBrg9Re7ATUnslRcuacZEfBIydRd/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2804,20231221,PMU D25 R&L,20231205mouse2_OS_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1MXI6Rlo66V71l1JtyJMcrFkpWJrKHWkS/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2805,20231221,PMU D25 R&L,20231205mouse2_OS_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1Vv7Cam2rb7YyxVW1boNCeRjCzIgEWffG/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2806,20231221,PMU D25 R&L,20231205mouse3_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1NTKuPMhWToGKyaOLII61xDD8E8TKS9NZ/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2807,20231221,PMU D25 R&L,20231205mouse3_OD_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/13J3qumbPl3xgt7NRLp-V7UcGr3Tixm-v/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2808,20231221,PMU D25 R&L,20231205mouse3_OD_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1l73_mNifhTfdQ_AlykesHfsCrKkO07y4/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2809,20231221,PMU D25 R&L,20231205mouse3_OD_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1iJHb1kmdJAOH7Uq68B8edZrP5O2kQo6N/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2810,20231221,PMU D25 R&L,20231205mouse3_OS_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/1daQB99QvVLPDAAla3sGPQyAWoFPWkTZB/view?usp=drive_link,,0.5,0.5,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
2811,20231221,PMU D25 R&L,20231205mouse3_OS_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1_Lq28lbicw44ao2bIiZMSbDqmMn4UA8J/view?usp=drive_link,,0.5,0.5,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
2812,20231221,PMU D25 R&L,20231205mouse3_OS_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/1rU39sOBhW59zpJMB0Vawtde9DSuKSq8N/view?usp=drive_link,,0.5,0.5,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
2813,20231221,PMU D25 R&L,20231205mouse3_OS_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1DMroeARqXAYHca6KkrsRw4xyRtMTLcap/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
2814,20231221,PMU D25 R&L,20231205mouse4_OD_R_2_0_0000051_Structure_0001,https://drive.google.com/file/d/1WHLGTNneXOwJhpcZFgL-kKGsqAsgsC4z/view?usp=drive_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
2815,20231221,PMU D25 R&L,20231205mouse4_OD_R_2_0_0000051_Structure_0002,https://drive.google.com/file/d/1vsy67kwnF3H77ZlWQOXiJg_z3mnGvQNZ/view?usp=drive_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
2816,20231221,PMU D25 R&L,20231205mouse4_OD_R_2_0_0000051_Structure_0003,https://drive.google.com/file/d/1Bb-vqMaStzcgUJABALgl6S5J55Bv5rOx/view?usp=drive_link,,1,0.5,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
2817,20231221,PMU D25 R&L,20231205mouse4_OD_R_2_0_0000051_Structure_0004,https://drive.google.com/file/d/1Yq7tY2MwzRvPAH0cm1lenLQNvcgGqGHR/view?usp=drive_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
2818,20231221,PMU D25 R&L,20231205mouse4_OD_R_4_0_0000058_Structure_0001,https://drive.google.com/file/d/1Hqafdc9PYMtX4w0gvmJvRqVU6lKajCTw/view?usp=drive_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
2819,20231221,PMU D25 R&L,20231205mouse4_OD_R_4_0_0000058_Structure_0002,https://drive.google.com/file/d/1NnkQ1qz8Yi59BVEBCBQYVwNvBsBTs7lL/view?usp=drive_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
2820,20231221,PMU D25 R&L,20231205mouse4_OD_R_4_0_0000058_Structure_0003,https://drive.google.com/file/d/1HnJiw_nBlYldSIHaz2E7P3FG0MrxJpb6/view?usp=drive_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
2821,20231221,PMU D25 R&L,20231205mouse4_OD_R_4_0_0000058_Structure_0004,https://drive.google.com/file/d/1cducD5hyR3vAtEBKlyiAjA0tV5786gBW/view?usp=drive_link,,2,1,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
2822,20231221,PMU D25 R&L,20231205mouse4_OS_R_2_0_0000044_Structure_0001,https://drive.google.com/file/d/1llUTo2RGA-7hWAPImvzOl9h_Dan5tRlS/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2823,20231221,PMU D25 R&L,20231205mouse4_OS_R_2_0_0000044_Structure_0002,https://drive.google.com/file/d/1qYbwCD9iNY3pI82x43ERn0mQca335SE3/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2824,20231221,PMU D25 R&L,20231205mouse4_OS_R_2_0_0000044_Structure_0003,https://drive.google.com/file/d/1tlSBUa1WqQf92bSMV-y8uTKnSczLiJip/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2825,20231221,PMU D25 R&L,20231205mouse4_OS_R_2_0_0000044_Structure_0004,https://drive.google.com/file/d/1nz2ZuMJv_-zrv5SHZMOwYT4lGnFWbyh0/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2826,20231221,PMU D25 R&L,20231205mouse4_OS_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1sVr6myGE-UuHt5nzNveQ9gx6Jbcppw2T/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2827,20231221,PMU D25 R&L,20231205mouse4_OS_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/1xt_c6gcoJbPjeoOag-LrbehpN6N6mI12/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2828,20231221,PMU D25 R&L,20231205mouse4_OS_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1Z59dWqxNmbjJYjEKMdgOLg3Ds9NWHLnQ/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2829,20231221,PMU D25 R&L,20231205mouse4_OS_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1QXSr5mydHK61wW72oIy_wQo6VGZLRteL/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2830,20231221,PMU D25 R&L,20231205mouse5_OD_R_2_0_0000037_Structure_0001,https://drive.google.com/file/d/1272T5fo650apgMX5cDQIeC0HKmWyTVih/view?usp=drive_link,,2,1,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
2831,20231221,PMU D25 R&L,20231205mouse5_OD_R_2_0_0000037_Structure_0002,https://drive.google.com/file/d/1276OSwtn3fMr5ejP_lpsbvgGEx2ppMcz/view?usp=drive_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
2832,20231221,PMU D25 R&L,20231205mouse5_OD_R_2_0_0000037_Structure_0003,https://drive.google.com/file/d/13Gjc1VPSgqFm0XJA92fsObqdm84PQ-Ux/view?usp=drive_link,2,3,1,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
2833,20231221,PMU D25 R&L,20231205mouse5_OD_R_2_0_0000037_Structure_0004,https://drive.google.com/file/d/117KHA0PLC5-2FHlI_AE6EDDAfiyUh1pc/view?usp=drive_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
2834,20231221,PMU D25 R&L,20231205mouse5_OD_R_4_0_0000030_Structure_0001,https://drive.google.com/file/d/13lL4MJSEUPkwS1Rvg5zss6speAYe6f_n/view?usp=drive_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
2835,20231221,PMU D25 R&L,20231205mouse5_OD_R_4_0_0000030_Structure_0002,https://drive.google.com/file/d/1-27guaEejjLeqN7PQkQVhtyb80N8Bdoc/view?usp=drive_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
2836,20231221,PMU D25 R&L,20231205mouse5_OD_R_4_0_0000030_Structure_0003,https://drive.google.com/file/d/1aVVqmXGMXFJ46fZKC663MYOOso9suiE5/view?usp=drive_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
2837,20231221,PMU D25 R&L,20231205mouse5_OD_R_4_0_0000030_Structure_0004,https://drive.google.com/file/d/1PS1xT6Jby3D718e9IlA91EDFXfBJxuT-/view?usp=drive_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
2838,20231221,PMU D25 R&L,20231205mouse5_OS_R_2_0_0000044_Structure_0001,https://drive.google.com/file/d/1Fzpczsuts-9C1bRuDa-Isj8WjpaGPtZI/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2839,20231221,PMU D25 R&L,20231205mouse5_OS_R_2_0_0000044_Structure_0002,https://drive.google.com/file/d/1bIzVzVwrI8KNoufnUPy0AwU2j1XjrTMY/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2840,20231221,PMU D25 R&L,20231205mouse5_OS_R_2_0_0000044_Structure_0003,https://drive.google.com/file/d/1NUZfuk8-OWN9v9KMJR_GXcEvVkGevXo4/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2841,20231221,PMU D25 R&L,20231205mouse5_OS_R_2_0_0000044_Structure_0004,https://drive.google.com/file/d/172ZImsFtc4aA_uQzyIUc3tP30iVOlIXQ/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2842,20231221,PMU D25 R&L,20231205mouse5_OS_R_4_0_0000051_Structure_0001,https://drive.google.com/file/d/1mzYkIA6C6-tlUGw6zS1lnhBxiKy_bBZN/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2843,20231221,PMU D25 R&L,20231205mouse5_OS_R_4_0_0000051_Structure_0002,https://drive.google.com/file/d/14I1yU2VbQI9iS6jIEiU49S0xO_HwiF1S/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2844,20231221,PMU D25 R&L,20231205mouse5_OS_R_4_0_0000051_Structure_0003,https://drive.google.com/file/d/1huHKngFKcAfj7Ran2EBKOLELufGn3qp9/view?usp=drive_link,,100,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2845,20231221,PMU D25 R&L,20231205mouse5_OS_R_4_0_0000051_Structure_0004,https://drive.google.com/file/d/1pwDwRcbM0KuORh2JxpV5k9GbtgdueFsX/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2846,20231221,UMU D56,20231218mouse1_OD_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1Q3bEE-yj5VE6yfwDs2aksepAjyEq4h_K/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2847,20231221,UMU D56,20231218mouse1_OD_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/1wlfZnvxKDgkDkMF-f0dv2ObNffXMUGi0/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2848,20231221,UMU D56,20231218mouse1_OD_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/1wAMARCzb1PGwrdqluGxflWaoStQme5cu/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2849,20231221,UMU D56,20231218mouse1_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/1lgLF3VMU0uKw9w7Od0t1GwN9OEbNSV2N/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2850,20231221,UMU D56,20231218mouse1_OD_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/1npCfZ5r0sHtY8kkJ-wvRkCJPZHsp4rBO/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2851,20231221,UMU D56,20231218mouse1_OD_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1K57Xwrvlhxoj3T_GZFwC-qUy3L42tL77/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2852,20231221,UMU D56,20231218mouse1_OD_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/1fVQdKQd6f8iSzjyvg-yWFpj7n1O64o5i/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2853,20231221,UMU D56,20231218mouse1_OD_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/1Z7pt-xUnr4vfmU86vGTjl6PdVrqAkfXr/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2854,20231221,UMU D56,20231218mouse2_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1hcPPwZjvOnKsaiFjBSJsrBeQ429dXfXC/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2855,20231221,UMU D56,20231218mouse2_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1n6KwadGXe6wwMBFSwHfEu2Z5pTwT0EGF/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2856,20231221,UMU D56,20231218mouse2_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1ZhZytiOyck91N5S5ad8rBYP5IR0Dopth/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2857,20231221,UMU D56,20231218mouse2_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1Cft0H1Rm18WSV7vRPkqpQqrKt9s7wAZL/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2858,20231221,UMU D56,20231218mouse2_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1969vK0m3X4Tc4cnEQUgbEf1gMF47K-gF/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2859,20231221,UMU D56,20231218mouse2_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1z0H3XfdKjCvXUB1GMx6kNc0kV5hydmJF/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2860,20231221,UMU D56,20231218mouse2_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1qn3BkQqtvJSPBUOpdM-tXgq_Hqc8ZDzp/view?usp=drive_link,,0.5,0,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
2861,20231221,UMU D56,20231218mouse2_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1p-CS0QCXREVTN_dA31Llndo-Oah1YS9u/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
2862,20231221,UMU D56,20231218mouse3_OD_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1-wyHA8c6TXOlVJ1kQ9XFHYBeCLkgUior/view?usp=drive_link,100,100,100,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
2863,20231221,UMU D56,20231218mouse3_OD_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/1uoZ9pvMlO3myJ-J4qMRh0NRpLbjSrQkX/view?usp=drive_link,100,100,100,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
2864,20231221,UMU D56,20231218mouse3_OD_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/1u_W0hTxa8VN5nZnQGIzZZYFdOiAGNz9A/view?usp=drive_link,100,100,100,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
2865,20231221,UMU D56,20231218mouse3_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/12O26dJKyKKZ5W4tpRXDTxKn9aHH1U9uB/view?usp=drive_link,100,100,100,45355,4,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
