Ordering,Experiment Name,Day of Experiment,TIFF Name,Link to Image,KP/ Grader 1 Score,LW/ Grader 2 Score,KC/ Grader 3 Score,XP/ Grader 4 Score,# of Graders Scored,4/4 Graders Agree?,3/4 graders agree,2/4 graders agree,50/50 Split,T/F if na of 50/50 Split,Final Score,Mode,Notes,,,,,,,,,,,
5414,AT#11 Recipients,Baseline,20241126mouse7_OS_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1onGw_lenZ3L0GQZhX0Ln6TL8KPkP4fKv/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5415,AT#11 Recipients,Baseline,20241126mouse8_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1cAGu5VbHvUQIVhupyRKubm57ikDm29qi/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5416,AT#11 Recipients,Baseline,20241126mouse8_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1xwOBTbusASr4-7S2Fy7Q9s2mhdoLUR2c/view?usp=sharing,,100,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5417,AT#11 Recipients,Baseline,20241126mouse8_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1cAFfHEAbPK4lmNigmLllHW8b1yil1o9p/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5418,AT#11 Recipients,Baseline,20241126mouse8_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1L8zfnR0A4HjQ7AdtV7YhD2q8n1TVpCNm/view?usp=sharing,,0.5,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5419,AT#11 Recipients,Baseline,20241126mouse8_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/195OhP15koO4QhbyaY5fng35hAxyiqXHh/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5420,AT#11 Recipients,Baseline,20241126mouse8_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/13PW03r0Pe4PkmgUhwIVVQL9JkSYZIgYj/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5421,AT#11 Recipients,Baseline,20241126mouse8_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1t-cohGhKROwLf9Zj7ea_P4QByBSmIXXf/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5422,AT#11 Recipients,Baseline,20241126mouse8_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1DNdem673U4NFH1SXIpQkZrWVUucpTT3O/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5423,AT#11 Recipients,Baseline,20241126mouse8_OS_R_2_0_0000002_Structure_0001,https://drive.google.com/file/d/1uvkvN3x3Wm6QixWrJYjcOfssCtc0tc_o/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5424,AT#11 Recipients,Baseline,20241126mouse8_OS_R_2_0_0000002_Structure_0002,https://drive.google.com/file/d/1YX0WD1BAsJEFVWBAK8ahnv3UOUDYh1cc/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5425,AT#11 Recipients,Baseline,20241126mouse8_OS_R_2_0_0000002_Structure_0003,https://drive.google.com/file/d/1gky4ZnGWRyHCSChI0_-_XjMMAJ3BrPir/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5426,AT#11 Recipients,Baseline,20241126mouse8_OS_R_2_0_0000002_Structure_0004,https://drive.google.com/file/d/1BNPMhXToq_fBmepDQqUFkJ8uOtSto4RB/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5427,AT#11 Recipients,Baseline,20241126mouse8_OS_R_4_0_0000009_Structure_0001,https://drive.google.com/file/d/1TJ7OmM8ScjF8WZFJqvK1-4uu0nQrNp8i/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5428,AT#11 Recipients,Baseline,20241126mouse8_OS_R_4_0_0000009_Structure_0002,https://drive.google.com/file/d/132ZjGzRsZRoiq7WBaBdv9QGZ_wJSrH1q/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5429,AT#11 Recipients,Baseline,20241126mouse8_OS_R_4_0_0000009_Structure_0003,https://drive.google.com/file/d/14svPTN10so9H4XfLdoRhee4Kv5e7ldsJ/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5430,AT#11 Recipients,Baseline,20241126mouse8_OS_R_4_0_0000009_Structure_0004,https://drive.google.com/file/d/1snEEGYGgx_Bsxu3nMLKI3O4omZnMqlil/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5431,AT#11 Recipients,Baseline,20241126mouse9_OD_R_2_0_0000002_Structure_0001,https://drive.google.com/file/d/1ROL41JeEdQJOoAhA8RKAAsOMkiDE0-bL/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5432,AT#11 Recipients,Baseline,20241126mouse9_OD_R_2_0_0000002_Structure_0002,https://drive.google.com/file/d/1B0Il6mFcIA65Hns75uHr99WSGkFUxMxW/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5433,AT#11 Recipients,Baseline,20241126mouse9_OD_R_2_0_0000002_Structure_0003,https://drive.google.com/file/d/1Y7fai7B32DWNYBJFhl3KbjrekbSzKQoO/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5434,AT#11 Recipients,Baseline,20241126mouse9_OD_R_2_0_0000002_Structure_0004,https://drive.google.com/file/d/1aBkAVLA0id0KCpX8x9sIUlEEAZ7ergfM/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5435,AT#11 Recipients,Baseline,20241126mouse9_OD_R_4_0_0000009_Structure_0001,https://drive.google.com/file/d/1G6bRZRBqsACA9QTqODfQPpo-j0GzeadS/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5436,AT#11 Recipients,Baseline,20241126mouse9_OD_R_4_0_0000009_Structure_0002,https://drive.google.com/file/d/1bCwaU5xGbEHv5iDrGS8ZQy9oOR5bVY9T/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5437,AT#11 Recipients,Baseline,20241126mouse9_OD_R_4_0_0000009_Structure_0003,https://drive.google.com/file/d/1H-L2DH9grZr1-e8jMt8xa47ioAbv7MHz/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5438,AT#11 Recipients,Baseline,20241126mouse9_OD_R_4_0_0000009_Structure_0004,https://drive.google.com/file/d/1AQ1_W0hi2DkNvuOVs2GNBWqvOb5gOtGC/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5439,AT#11 Recipients,Baseline,20241126mouse9_OS_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1UgsWT0unCg1jkygpyLahMTKkDZ3pSDNZ/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5440,AT#11 Recipients,Baseline,20241126mouse9_OS_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1IUqTaQ1QO-cW436luaWhrwkbSCP8cxYn/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5441,AT#11 Recipients,Baseline,20241126mouse9_OS_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1XzGcOV_am10OgZ6JT9AvyeSadWp3QC8y/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5442,AT#11 Recipients,Baseline,20241126mouse9_OS_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/16R48oZM_BP-sBQFveIppP7kv-hUrVDb8/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5443,AT#11 Recipients,Baseline,20241126mouse9_OS_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1C4czq7C8DdIF-4WcZjr-2h7kt5id-Bjo/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5444,AT#11 Recipients,Baseline,20241126mouse9_OS_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1L0pYWq4gWByRoHcPelcP9joZKWXDqbWo/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5445,AT#11 Recipients,Baseline,20241126mouse9_OS_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1UkL1I4RiEZfGS7AmeuMtJNrMECC25x2P/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5446,AT#11 Recipients,Baseline,20241126mouse9_OS_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1HEov_kVv6f-srb7kD4CMSTnDQl5TtnB5/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5447,AT#11 Recipients,Baseline,20241126mouse10_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1F_nOy0SQSG5i5z7UV0xkClsPDfn0Da2-/view?usp=sharing,,0.5,0.5,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
5448,AT#11 Recipients,Baseline,20241126mouse10_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1TcLcQRgw1Lx6xBSXo-qLN5M8IMLumdmX/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5449,AT#11 Recipients,Baseline,20241126mouse10_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1L-9LTbNIee6_JyxMSWktibs1Jcg8rbOa/view?usp=sharing,,0.5,0.5,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
5450,AT#11 Recipients,Baseline,20241126mouse10_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1KPUzpU4Viklx2spBf6XOgWA0DF3dzjIf/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5451,AT#11 Recipients,Baseline,20241126mouse10_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1laUO9OWtzWJfjVZxAfCcUbqQMAX2C1Ps/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5452,AT#11 Recipients,Baseline,20241126mouse10_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1_7npa2LnSmwT94AqUweUzZjakjwySz1s/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5453,AT#11 Recipients,Baseline,20241126mouse10_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1LTRR1qg0v_y3sCjKcwB-dRtehWgpPM6l/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5454,AT#11 Recipients,Baseline,20241126mouse10_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1lalqPWQLyebS5sxUaZg1jDarR8Blzj3n/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5455,AT#11 Recipients,Baseline,20241126mouse10_OS_R_2_0_0000002_Structure_0001,https://drive.google.com/file/d/1s8NG2qIFQ1LZTodpFlJ5Qf9If4eyK0qv/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5456,AT#11 Recipients,Baseline,20241126mouse10_OS_R_2_0_0000002_Structure_0002,https://drive.google.com/file/d/1MNjZiGQNr2A-G_gYIYFoQOBfjwPJp9Wm/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5457,AT#11 Recipients,Baseline,20241126mouse10_OS_R_2_0_0000002_Structure_0003,https://drive.google.com/file/d/1T1fILWhxLypdu_p2qG3S7v3MKyi-11oa/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5458,AT#11 Recipients,Baseline,20241126mouse10_OS_R_2_0_0000002_Structure_0004,https://drive.google.com/file/d/1J0gFlrH1mhFEshMrkK7Hen8g5VJ5hL-H/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5459,AT#11 Recipients,Baseline,20241126mouse10_OS_R_4_0_0000009_Structure_0001,https://drive.google.com/file/d/1ljkr7SEQFUjRLYI6-Wg7oXG8Fa0bAqDl/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5460,AT#11 Recipients,Baseline,20241126mouse10_OS_R_4_0_0000009_Structure_0002,https://drive.google.com/file/d/1fSgZomLmPJo1DDGLNHoA8J8dKGFF6Kw2/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5461,AT#11 Recipients,Baseline,20241126mouse10_OS_R_4_0_0000009_Structure_0003,https://drive.google.com/file/d/1Bo1ESWhitxjuDMTv-E0M9U6CxH7g9lb7/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5462,AT#11 Recipients,Baseline,20241126mouse10_OS_R_4_0_0000009_Structure_0004,https://drive.google.com/file/d/1NHAtQzwovXTDrmLdbmSvOW04QdPuJf3P/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5463,AT#11 Recipients,1,20241126mouse1_OD_R_2_0_0000051_Structure_0001,https://drive.google.com/file/d/1kSNK9JthdUiGkOfSe5o4rFMfve21-HiZ/view?usp=sharing,,2,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5464,AT#11 Recipients,1,20241126mouse1_OD_R_2_0_0000051_Structure_0002,https://drive.google.com/file/d/13ZmnTzLJkfVmLBL2X0f1TqgnvSMQo9y8/view?usp=sharing,,,1,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5465,AT#11 Recipients,1,20241126mouse1_OD_R_2_0_0000051_Structure_0003,https://drive.google.com/file/d/1Aeky2V0C8rb-To8QsyQFDeTVKWvRuN6S/view?usp=sharing,,1,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
5466,AT#11 Recipients,1,20241126mouse1_OD_R_2_0_0000051_Structure_0004,https://drive.google.com/file/d/1aWWIiffRV6OwTj1B5jfsmQc0tpmOzgld/view?usp=sharing,,1,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
5467,AT#11 Recipients,1,20241126mouse1_OD_R_4_0_0000044_Structure_0001,https://drive.google.com/file/d/1SIOv_zaM-oxiWkHXnhO1dPCgnRPs8RBW/view?usp=sharing,,1,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
5468,AT#11 Recipients,1,20241126mouse1_OD_R_4_0_0000044_Structure_0002,https://drive.google.com/file/d/1_3wSRSvf3SDBzacOIyK9xrTYWek6lXal/view?usp=sharing,,2,0.5,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5469,AT#11 Recipients,1,20241126mouse1_OD_R_4_0_0000044_Structure_0003,https://drive.google.com/file/d/1pfGJOXxmcAfdEsw4tyQGVQq0PR1bQndh/view?usp=sharing,,1,2,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5470,AT#11 Recipients,1,20241126mouse1_OD_R_4_0_0000044_Structure_0004,https://drive.google.com/file/d/1Ko3Xfe6_ijfF5OTa9Ym-YVivVP60METf/view?usp=sharing,,3,2,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5471,AT#11 Recipients,1,20241126mouse1_OS_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/1cau0rIPl_SvushZJurT5v5faIJ0Q57Jc/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5472,AT#11 Recipients,1,20241126mouse1_OS_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1jufq87_Fsyd2PLZelzb0dwBoHK68PgtV/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5473,AT#11 Recipients,1,20241126mouse1_OS_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/166hCYnsxeim6y9ZTS87pkBjXMO3uTLjU/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5474,AT#11 Recipients,1,20241126mouse1_OS_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1JEeLhtsWbpPCXRPPHJO9Hu0lL79ddbaE/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5475,AT#11 Recipients,1,20241126mouse1_OS_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1-nxbw1NBzd061jJZsL9zhd7PalNT2nC8/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5476,AT#11 Recipients,1,20241126mouse1_OS_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/1vsgvnbvMMP191YddwVX6SjRYuS3mpfFG/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5477,AT#11 Recipients,1,20241126mouse1_OS_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1WNcW5XHNHW6t7Sy0KSJAuw0kjw2I_FKN/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5478,AT#11 Recipients,1,20241126mouse1_OS_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1MJA78BShK9gvHXhFJXtm3_8Oivc65Nwy/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5479,AT#11 Recipients,1,20241126mouse2_OD_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/1hDHZA4ChR0o4rmxRCS_TZsPEQreUZeyh/view?usp=sharing,,1,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
5480,AT#11 Recipients,1,20241126mouse2_OD_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1r4FCt_w9fyuVoGyR-e97ou0Hxc8r5Zlh/view?usp=sharing,,2,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5481,AT#11 Recipients,1,20241126mouse2_OD_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/19jy8bzGkS5sx2WmGlHinqazaJnaB6TLZ/view?usp=sharing,,1,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
5482,AT#11 Recipients,1,20241126mouse2_OD_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1DDek8oWAQ6WFgiLWY7dzKhyUj2rzSmVc/view?usp=sharing,,2,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5483,AT#11 Recipients,1,20241126mouse2_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1hqEZ76oiYfG4G8VrVCz9hDGEYorB_esg/view?usp=sharing,,,0.5,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5484,AT#11 Recipients,1,20241126mouse2_OD_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/1DBFR9q4qQ5yoo6L_6Dj9X6DB1GwTeiAL/view?usp=sharing,,0.5,0.5,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
5485,AT#11 Recipients,1,20241126mouse2_OD_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1LkZvA85Zpdoq9pNxyK1yj_m-tkGB2ivS/view?usp=sharing,,2,2,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,2,,,,,,,,,,,,
5486,AT#11 Recipients,1,20241126mouse2_OD_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1y6KWu_n6ER558rz3JZ-jfE55nBSlUKHA/view?usp=sharing,,1,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
5487,AT#11 Recipients,1,20241126mouse2_OS_R_2_0_0000051_Structure_0001,https://drive.google.com/file/d/1OmrAYiwjC2JJfAhZWvQWFvc9R7JUZlrz/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5488,AT#11 Recipients,1,20241126mouse2_OS_R_2_0_0000051_Structure_0002,https://drive.google.com/file/d/1QfCzbx87hhgsBm3b4fSkiM_WDlokl7J1/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5489,AT#11 Recipients,1,20241126mouse2_OS_R_2_0_0000051_Structure_0003,https://drive.google.com/file/d/1OZT4-tkUmCY3cEaWzpGaL9qLMStJY1es/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5490,AT#11 Recipients,1,20241126mouse2_OS_R_2_0_0000051_Structure_0004,https://drive.google.com/file/d/15WGl7pJ-MaL1xo4hzU4FyXOBv9dXSt-h/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5491,AT#11 Recipients,1,20241126mouse2_OS_R_4_0_0000044_Structure_0001,https://drive.google.com/file/d/12x3IGJPh2j5pbH3gR6Ro4EPOMv5xBNA8/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5492,AT#11 Recipients,1,20241126mouse2_OS_R_4_0_0000044_Structure_0002,https://drive.google.com/file/d/1tjvas3JkqRwmwTyOzR5p7n5ziL3Z9AVY/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5493,AT#11 Recipients,1,20241126mouse2_OS_R_4_0_0000044_Structure_0003,https://drive.google.com/file/d/1PsftCfThPC8__TAh8FfUMG-KpoIwztN3/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5494,AT#11 Recipients,1,20241126mouse2_OS_R_4_0_0000044_Structure_0004,https://drive.google.com/file/d/1kufMh3L10-zJZdAALlEDD2-LYep389ej/view?usp=sharing,,0,0,,2,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
5495,AT#11 Recipients,1,20241126mouse3_OD_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/1FgPNPYGeAtzl76byg-v7O2tc_Ndh7HTN/view?usp=sharing,,,1,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5496,AT#11 Recipients,1,20241126mouse3_OD_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1lFd2ZpzkGiWPTodmm2AikXN64gvtxV2B/view?usp=sharing,,2,2,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,2,,,,,,,,,,,,
5497,AT#11 Recipients,1,20241126mouse3_OD_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/1pbvYAwS7ub40gNBVfIfp07YoX54QjIIo/view?usp=sharing,,1,1,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
5498,AT#11 Recipients,1,20241126mouse3_OD_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1-h8ycVkytq_VI2sDjJrpZJMs7LYFS9NS/view?usp=sharing,,,1,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5499,AT#11 Recipients,1,20241126mouse3_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1rQWmvJIqRQNypRObnjW_8BwxTssPJPmG/view?usp=sharing,,0.5,0.5,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
5500,AT#11 Recipients,1,20241126mouse3_OD_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/123EYuSjXfimdLasPX9VnDqlmnKlrBF-W/view?usp=sharing,,,0,,1,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,#N/A,,,,,,,,,,,,
5501,AT#11 Recipients,1,20241126mouse3_OD_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1QtkVhVtmOwOamifB75yIGz4NYVF_gOUA/view?usp=sharing,,0.5,0.5,,2,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
